Chinese	Vietnamese
Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>(特定战斗)</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>(特定战斗)</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>(特定战斗)</color>	Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>( đặc định chiến đấu )</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>( đặc định chiến đấu )</color>
Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>(特定战斗)</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>(特定战斗)</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>(特定战斗)</color>	Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>( đặc định chiến đấu )</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>( đặc định chiến đấu )</color>
Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>(特定战斗)</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>(特定战斗)</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>(特定战斗)</color>	Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>( đặc định chiến đấu )</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>( đặc định chiến đấu )</color>
Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>(特定战斗)</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>(特定战斗)</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>(特定战斗)</color>	Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>( đặc định chiến đấu )</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>( đặc định chiến đấu )</color>
Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>(特定战斗)</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>(特定战斗)</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>(特定战斗)</color>	Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>( đặc định chiến đấu )</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>( đặc định chiến đấu )</color>
Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>(特定战斗)</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>(特定战斗)</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>(特定战斗)</color>	Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>( đặc định chiến đấu )</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>( đặc định chiến đấu )</color>
Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>(特定战斗)</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>(特定战斗)</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>(特定战斗)</color>	Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>( đặc định chiến đấu )</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>( đặc định chiến đấu )</color>
Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>(特定战斗)</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>(特定战斗)</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>(特定战斗)</color>	Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>( đặc định chiến đấu )</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>( đặc định chiến đấu )</color>
Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>(特定战斗)</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>(特定战斗)</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>(特定战斗)</color>	Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>( đặc định chiến đấu )</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>( đặc định chiến đấu )</color>
Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>(特定战斗)</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>(特定战斗)</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>(特定战斗)</color>	Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>( đặc định chiến đấu )</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>( đặc định chiến đấu )</color>
Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>(特定战斗)</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>(特定战斗)</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>(特定战斗)</color>	Một đám người vô dụng, ta nào có sợ các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ dựa vào mấy tên lính tôm lính cua các ngươi? <color=#c44b0e>( đặc định chiến đấu )</color>|Ta muốn xem các ngươi có chiêu thức gì!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Để xem ai bắt được ta trước đã!<color=#c44b0e>(特定战斗)</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>(特定战斗)</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>(特定战斗)</color>	Để xem ai bắt được ta trước đã!<color=#c44b0e>( đặc định chiến đấu )</color>|Ta sẽ không ngoan ngoãn đi theo các ngươi đâu!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn bắt được ta? Thật là mơ mộng hão huyền!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>(特定战斗)</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>(特定战斗)</color>	Muốn đánh thì đánh, đừng nói nhiều lời thừa!<color=#c44b0e>( đặc định chiến đấu )</color>|Chẳng qua chỉ là một đám lính canh, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Hãy để ta xem tài nghệ của các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>
